Time (s)    Heave_Spectrum (m)    Heave_Eta (m)    Difference (m)
    52.770         -1.75251520       -1.75251520        2.2204e-16
    52.785         -1.75118537       -1.75118537        2.2204e-16
    52.800         -1.74991071       -1.74991071        2.2204e-16
    52.815         -1.74869222       -1.74869222        2.2204e-16
    52.830         -1.74753089       -1.74753089        2.2204e-16
    52.845         -1.74642767       -1.74642767        2.2204e-16
    52.860         -1.74538353       -1.74538353        2.2204e-16
    52.875         -1.74439941       -1.74439941        2.2204e-16
    52.890         -1.74347624       -1.74347624        2.2204e-16
    52.905         -1.74261493       -1.74261493        2.2204e-16
    52.920         -1.74181640       -1.74181640        2.2204e-16
    52.935         -1.74108152       -1.74108152        2.2204e-16
    52.950         -1.74041118       -1.74041118        2.2204e-16
    52.965         -1.73980623       -1.73980623        2.2204e-16
    52.980         -1.73926752       -1.73926752        2.2204e-16
    52.995         -1.73879588       -1.73879588        2.2204e-16
    53.010         -1.73839213       -1.73839213        2.2204e-16
    53.025         -1.73805708       -1.73805708        2.2204e-16
    53.040         -1.73779150       -1.73779150        2.2204e-16
    53.055         -1.73759617       -1.73759617        2.2204e-16
    53.070         -1.73747184       -1.73747184        2.2204e-16
    53.085         -1.73741925       -1.73741925        2.2204e-16
    53.100         -1.73743913       -1.73743913        2.2204e-16
    53.115         -1.73753219       -1.73753219        2.2204e-16
    53.130         -1.73769911       -1.73769911        2.2204e-16
    53.145         -1.73794057       -1.73794057        2.2204e-16
    53.160         -1.73825723       -1.73825723        2.2204e-16
    53.175         -1.73864973       -1.73864973        2.2204e-16
    53.190         -1.73911870       -1.73911870        2.2204e-16
    53.205         -1.73966473       -1.73966473        2.2204e-16
    53.220         -1.74028843       -1.74028843        2.2204e-16
    53.235         -1.74099036       -1.74099036        2.2204e-16
    53.250         -1.74177108       -1.74177108        2.2204e-16
    53.265         -1.74263112       -1.74263112        2.2204e-16
    53.280         -1.74357101       -1.74357101        2.2204e-16
    53.295         -1.74459125       -1.74459125        2.2204e-16
    53.310         -1.74569232       -1.74569232        2.2204e-16
    53.325         -1.74687468       -1.74687468        2.2204e-16
    53.340         -1.74813879       -1.74813879        2.2204e-16
    53.355         -1.74948507       -1.74948507        2.2204e-16
    53.370         -1.75091392       -1.75091392        2.2204e-16
    53.385         -1.75242575       -1.75242575        2.2204e-16
    53.400         -1.75402092       -1.75402092        2.2204e-16
    53.415         -1.75569978       -1.75569978        2.2204e-16
    53.430         -1.75746267       -1.75746267        2.2204e-16
    53.445         -1.75930990       -1.75930990        2.2204e-16
    53.460         -1.76124177       -1.76124177        2.2204e-16
    53.475         -1.76325854       -1.76325854        2.2204e-16
    53.490         -1.76536049       -1.76536049        2.2204e-16
    53.505         -1.76754783       -1.76754783        2.2204e-16
    53.520         -1.76982079       -1.76982079        2.2204e-16
    53.535         -1.77217956       -1.77217956        2.2204e-16
    53.550         -1.77462432       -1.77462432        2.2204e-16
    53.565         -1.77715522       -1.77715522        0.0000e+00
    53.580         -1.77977239       -1.77977239        0.0000e+00
    53.595         -1.78247595       -1.78247595        0.0000e+00
    53.610         -1.78526600       -1.78526600        0.0000e+00
    53.625         -1.78814260       -1.78814260        0.0000e+00
    53.640         -1.79110581       -1.79110581        0.0000e+00
    53.655         -1.79415565       -1.79415565        0.0000e+00
    53.670         -1.79729214       -1.79729214        0.0000e+00
    53.685         -1.80051526       -1.80051526        0.0000e+00
    53.700         -1.80382498       -1.80382498        0.0000e+00
    53.715         -1.80722126       -1.80722126       -2.2204e-16
    53.730         -1.81070400       -1.81070400       -2.2204e-16
    53.745         -1.81427312       -1.81427312       -2.2204e-16
    53.760         -1.81792849       -1.81792849       -2.2204e-16
    53.775         -1.82166998       -1.82166998       -2.2204e-16
    53.790         -1.82549743       -1.82549743       -2.2204e-16
    53.805         -1.82941064       -1.82941064       -2.2204e-16
    53.820         -1.83340942       -1.83340942       -2.2204e-16
    53.835         -1.83749353       -1.83749353       -2.2204e-16
    53.850         -1.84166273       -1.84166273       -2.2204e-16
    53.865         -1.84591674       -1.84591674       -2.2204e-16
    53.880         -1.85025528       -1.85025528       -2.2204e-16
    53.895         -1.85467802       -1.85467802       -2.2204e-16
    53.910         -1.85918462       -1.85918462       -2.2204e-16
    53.925         -1.86377473       -1.86377473       -2.2204e-16
    53.940         -1.86844796       -1.86844796       -2.2204e-16
    53.955         -1.87320391       -1.87320391       -2.2204e-16
    53.970         -1.87804215       -1.87804215       -2.2204e-16
    53.985         -1.88296223       -1.88296223       -2.2204e-16
    54.000         -1.88796368       -1.88796368       -2.2204e-16
    54.015         -1.89304599       -1.89304599       -2.2204e-16
    54.030         -1.89820867       -1.89820867       -2.2204e-16
    54.045         -1.90345116       -1.90345116       -2.2204e-16
    54.060         -1.90877290       -1.90877290       -2.2204e-16
    54.075         -1.91417331       -1.91417331       -2.2204e-16
    54.090         -1.91965179       -1.91965179       -2.2204e-16
    54.105         -1.92520769       -1.92520769       -2.2204e-16
    54.120         -1.93084038       -1.93084038       -2.2204e-16
    54.135         -1.93654918       -1.93654918       -2.2204e-16
    54.150         -1.94233338       -1.94233338       -2.2204e-16
    54.165         -1.94819228       -1.94819228       -2.2204e-16
    54.180         -1.95412513       -1.95412513       -2.2204e-16
    54.195         -1.96013117       -1.96013117       -2.2204e-16
    54.210         -1.96620962       -1.96620962       -2.2204e-16
    54.225         -1.97235966       -1.97235966       -2.2204e-16
    54.240         -1.97858047       -1.97858047       -2.2204e-16
    54.255         -1.98487119       -1.98487119       -2.2204e-16
    54.270         -1.99123096       -1.99123096       -2.2204e-16
    54.285         -1.99765889       -1.99765889       -2.2204e-16
    54.300         -2.00415404       -2.00415404       -4.4409e-16
    54.315         -2.01071550       -2.01071550       -4.4409e-16
    54.330         -2.01734229       -2.01734229        0.0000e+00
    54.345         -2.02403344       -2.02403344        0.0000e+00
    54.360         -2.03078796       -2.03078796        0.0000e+00
    54.375         -2.03760481       -2.03760481        0.0000e+00
    54.390         -2.04448295       -2.04448295        0.0000e+00
    54.405         -2.05142132       -2.05142132        0.0000e+00
    54.420         -2.05841884       -2.05841884        0.0000e+00
    54.435         -2.06547441       -2.06547441        0.0000e+00
    54.450         -2.07258690       -2.07258690        0.0000e+00
    54.465         -2.07975516       -2.07975516        0.0000e+00
    54.480         -2.08697803       -2.08697803        0.0000e+00
    54.495         -2.09425433       -2.09425433        0.0000e+00
    54.510         -2.10158286       -2.10158286        0.0000e+00
    54.525         -2.10896240       -2.10896240        0.0000e+00
    54.540         -2.11639170       -2.11639170        0.0000e+00
    54.555         -2.12386950       -2.12386950        0.0000e+00
    54.570         -2.13139454       -2.13139454        0.0000e+00
    54.585         -2.13896551       -2.13896551        0.0000e+00
    54.600         -2.14658110       -2.14658110        0.0000e+00
    54.615         -2.15423998       -2.15423998        0.0000e+00
    54.630         -2.16194080       -2.16194080        0.0000e+00
    54.645         -2.16968220       -2.16968220        0.0000e+00
    54.660         -2.17746280       -2.17746280        0.0000e+00
    54.675         -2.18528119       -2.18528119        0.0000e+00
    54.690         -2.19313597       -2.19313597        0.0000e+00
    54.705         -2.20102571       -2.20102571        0.0000e+00
    54.720         -2.20894896       -2.20894896        0.0000e+00
    54.735         -2.21690426       -2.21690426        0.0000e+00
    54.750         -2.22489013       -2.22489013        0.0000e+00
    54.765         -2.23290510       -2.23290510        0.0000e+00
    54.780         -2.24094765       -2.24094765        0.0000e+00
    54.795         -2.24901628       -2.24901628        0.0000e+00
    54.810         -2.25710945       -2.25710945        0.0000e+00
    54.825         -2.26522561       -2.26522561        0.0000e+00
    54.840         -2.27336323       -2.27336323        0.0000e+00
    54.855         -2.28152073       -2.28152073        0.0000e+00
    54.870         -2.28969654       -2.28969654        0.0000e+00
    54.885         -2.29788906       -2.29788906        0.0000e+00
    54.900         -2.30609671       -2.30609671        0.0000e+00
    54.915         -2.31431786       -2.31431786        0.0000e+00
    54.930         -2.32255092       -2.32255092        0.0000e+00
    54.945         -2.33079423       -2.33079423        0.0000e+00
    54.960         -2.33904618       -2.33904618        0.0000e+00
    54.975         -2.34730512       -2.34730512        0.0000e+00
    54.990         -2.35556940       -2.35556940        0.0000e+00
    55.005         -2.36383735       -2.36383735        0.0000e+00
    55.020         -2.37210732       -2.37210732        0.0000e+00
    55.035         -2.38037763       -2.38037763        0.0000e+00
    55.050         -2.38864661       -2.38864661        0.0000e+00
    55.065         -2.39691257       -2.39691257        0.0000e+00
    55.080         -2.40517382       -2.40517382        0.0000e+00
    55.095         -2.41342869       -2.41342869        0.0000e+00
    55.110         -2.42167547       -2.42167547        4.4409e-16
    55.125         -2.42991246       -2.42991246        4.4409e-16
    55.140         -2.43813797       -2.43813797        4.4409e-16
    55.155         -2.44635030       -2.44635030        4.4409e-16
    55.170         -2.45454774       -2.45454774        4.4409e-16
    55.185         -2.46272858       -2.46272858        4.4409e-16
